非洲	Afriko
模板:User es-2	Ŝablono:Vikipediisto es-2
模板:Fôn-ngiàng	Ŝablono:Bonvenon
分類:Chû-chṳt	Kategorio:Organizaĵoj
分類:Ngî-ngièn-ho̍k	Kategorio:Lingvoscienco
模板:ITA	Ŝablono:ITA
模板:SVK	Ŝablono:SVK
模板:Infobox Country	Ŝablono:Informkesto lando
模板:TUR	Ŝablono:TUR
分類:User en-4	Kategorio:Vikipediisto en-4
分類:User en	Kategorio:Vikipediisto en
分類:User zh	Kategorio:Vikipediisto zh
分類:User zh-N	Kategorio:Vikipediisto zh-D
分類:User en-2	Kategorio:Vikipediisto en-2
模板:User zh	Ŝablono:Vikipediisto zh
模板:Cite web	Ŝablono:Citaĵo el la reto
分類:Hòng-khûng	Kategorio:Aviado
分類:Yím-sṳ̍t	Kategorio:Kuirarto
模板:Fong-wui	Ŝablono:Kompasdirektoj
模板:BS3	Ŝablono:FL3
模板:Pp-semi-template	Ŝablono:Pp-duone-ŝablono
分類:Tsúng-thúng	Kategorio:Prezidantoj
模板:IPA	Ŝablono:IFA
分類:Chṳn-chṳ Ngìn-lui	Kategorio:Politikistoj
分類:Mî-chû	Kategorio:Ameriko
模板:其他	Ŝablono:Aliaj signifoj
分類:Language user templates	Kategorio:Babelaj ŝablonoj
模板:User language-N	Ŝablono:Babel kadro D
模板:Imbox	Ŝablono:BildaMesaĝokesto
Wikipedia:GNU自由文檔協議證書	Vikipedio:GNU Free Documentation License
模板:Topicon	Ŝablono:Titola ikono
模板:大洋洲行政區劃	Ŝablono:Landoj kaj teritorioj de Oceanio
分類:Vùn-ho̍k-kâ	Kategorio:Verkistoj
分類:Kiûn-sṳ	Kategorio:Armitaj fortoj
分類:Thai-ho̍k	Kategorio:Universitatoj
模板:Lang-he	Ŝablono:Lang-he
模板:Both	Ŝablono:Booland
分類:Sṳ-kie Pok-lám-fi	Kategorio:Internaciaj ekspozicioj
分類:Chûng-fà Ngìn-mìn Khiung-fò-koet Chú-sit	Kategorio:Prezidantoj de Ĉinio
模板:Documentation subpage	Ŝablono:Ŝablona navigado
分類:Fu̍k-tsông	Kategorio:Budhismaj monaĥoj
模板:FIN	Ŝablono:FIN
模板:Lang-de	Ŝablono:Lang-de
模板:DNK	Ŝablono:DNK
模板:Userpage	Ŝablono:Uzula paĝo
模板:DEU	Ŝablono:DEU
模板:SWE	Ŝablono:SWE
模板:User language-4	Ŝablono:Babel kadro 4
分類:Ye̍t-nàm kî-chhòng	Kategorio:Flughavenoj de Vietnamio
Kiet-tshòng	Kojlo
分類:Kûng-sṳ̂	Kategorio:Firmaoj
模板:User fr-3	Ŝablono:Vikipediisto fr-3
模板:JPN	Ŝablono:JPN
分類:Thien-nó	Kategorio:Komputilo
模板:MKD	Ŝablono:MKD
模板:LTU	Ŝablono:LTU
Mô-li-ngìn	Maorioj
模板:Disambig	Ŝablono:Apartigilo
模板:Tick	Ŝablono:Hoko
分類:Khien-không Khô-ho̍k	Kategorio:Sanscienco
模板:User nan	Ŝablono:Vikipediisto zh-min-nan
模板:User nan-1	Ŝablono:Vikipediisto zh-min-nan-1
模板:GRC	Ŝablono:GRC
模板:Lang-grc	Ŝablono:Lang-grc
模板:CZE	Ŝablono:CZE
模板:Lifetime	Ŝablono:Vivtempo
模板:Lang-en	Ŝablono:Lang-en
分類:Chhòn-ngiam-phiang	Kategorio:Infektaj malsanoj
分類:Sîn-kau	Kategorio:Protestantismo
模板:GBR	Ŝablono:GBR
分類:Sâng-vu̍t	Kategorio:Vivaĵoj
模板:SVN	Ŝablono:SVN
模板:FRA	Ŝablono:FRA
模板:User pt-2	Ŝablono:Vikipediisto pt-2
分類:Kâ-li-sî-â	Kategorio:Galegio
模板:歐洲行政區劃	Ŝablono:Ŝtatoj en Eŭropo
分類:User yue	Kategorio:Vikipediisto zh-yue
分類:User fr	Kategorio:Vikipediisto fr
分類:User ja	Kategorio:Vikipediisto ja
分類:User pt	Kategorio:Vikipediisto pt
分類:User nl-3	Kategorio:Vikipediisto nl-3
分類:User fr-2	Kategorio:Vikipediisto fr-2
分類:User ja-2	Kategorio:Vikipediisto ja-2
分類:User ko-N	Kategorio:Vikipediisto ko-D
分類:User fr-N	Kategorio:Vikipediisto fr-D
分類:Vùn-sṳ	Kategorio:Skribsistemoj
分類:Tho-kau	Kategorio:Taoismo
分類:User ca	Kategorio:Vikipediisto ca
分類:User ca-1	Kategorio:Vikipediisto ca-1
分類:User de	Kategorio:Vikipediisto de
分類:User de-2	Kategorio:Vikipediisto de-2
分類:User de-N	Kategorio:Vikipediisto de-D
分類:User en-3	Kategorio:Vikipediisto en-3
分類:User en-N	Kategorio:Vikipediisto en-D
分類:User es	Kategorio:Vikipediisto es
分類:User es-2	Kategorio:Vikipediisto es-2
分類:User es-N	Kategorio:Vikipediisto es-D
分類:Kí-hò-ho̍k	Kategorio:Geometrio
分類:User ja-1	Kategorio:Vikipediisto ja-1
分類:User ko	Kategorio:Vikipediisto ko
模板:Lang-vi	Ŝablono:Lang-vi
分類:Thiên-hi	Kategorio:Vetero
分類:Hói-yòng	Kategorio:Maroj
分類:Ido-ngî	Kategorio:Ido
模板:LUX	Ŝablono:LUX
分類:Thai-yòng-ne	Kategorio:Sunsistemo
分類:Kóng-tûng-sén	Kategorio:Gŭangdongo
分類:Fuk-kian	Kategorio:Fuĝjano
分類:Kîn-chi	Kategorio:Ekonomio
分類:Koet-chi Chû-chṳt	Kategorio:Internaciaj organizaĵoj
分類:Fat-mìn-kâ	Kategorio:Inventistoj
分類:Yím-liau	Kategorio:Trinkaĵoj
分類:Sa-fi Khô-ho̍k	Kategorio:Socia scienco
分類:Mî-koet Koet-kâ Kûng-yèn	Kategorio:Naciaj parkoj de Usono
分類:Kô-tén Kau-yuk	Kategorio:Altnivela edukado
分類:Thi-hìn	Kategorio:Terformoj
分類:Pâ-lùn-sî-â Chhṳ-chhṳ-khî	Kategorio:Valencilando
模板:User ja-2	Ŝablono:Vikipediisto ja-2
分類:Thiên-chú-kau	Kategorio:Katolikismo
分類:Yîm-ngo̍k-kâ	Kategorio:Muzikistoj
模板:Lang	Ŝablono:Lang
分類:Fa-kâ	Kategorio:Pentristoj
分類:Yin-thu chûng-kau	Kategorio:Religio en Barato
分類:Ho̍k-su̍t	Kategorio:Universitato
分類:Sa-fi chṳ-thu	Kategorio:Sociaj institucioj
分類:Ngìn-lui	Kategorio:Homoj
模板:CYP	Ŝablono:CYP
分類:Yin-thu Thi-lî	Kategorio:Geografio de Barato
分類:Sông-ngia̍p	Kategorio:Komerco
分類:Fap-koet fòng-ti	Kategorio:Imperiestroj de Francio
模板:EST	Ŝablono:EST
模板:AUT	Ŝablono:AUT
分類:Meu-khô	Kategorio:Felisedoj
分類:Thòi-vân Thi-lî	Kategorio:Geografio de Tajvano
模板:User zh-3	Ŝablono:Vikipediisto zh-3
模板:User zh-4	Ŝablono:Vikipediisto zh-4
分類:Nì-pok Thi-lî	Kategorio:Geografio de Nepalo
分類:Thai-khûng-ngìn	Kategorio:Kosmonaŭtoj
分類:Khî-ngia̍p-kâ	Kategorio:Entreprenistoj
分類:Fî-li̍t-pîn	Kategorio:Filipinoj
分類:User nl	Kategorio:Vikipediisto nl
分類:User zh-1	Kategorio:Vikipediisto zh-1
分類:User zh-4	Kategorio:Vikipediisto zh-4
分類:User zh-3	Kategorio:Vikipediisto zh-3
分類:User zh-2	Kategorio:Vikipediisto zh-2
分類:Ho̍k-vi	Kategorio:Akademiaj titoloj
分類:Pô-sṳ̂ koet-vòng	Kategorio:Persaj reĝoj
分類:Kîm-yùng	Kategorio:Financoj
分類:Thien-sṳ	Kategorio:Televido
分類:Chhòn-kau-sṳ	Kategorio:Misiistoj
分類:Hói-hia̍p	Kategorio:Markoloj
分類:Yin-Êu Ngî-ne	Kategorio:Hindeŭropa lingvaro
分類:Kî-chhòng	Kategorio:Flughavenoj
分類:Fa-ho̍k ngièn-su	Kategorio:Kemiaj elementoj
分類:Khô-ho̍k-kâ	Kategorio:Sciencistoj
分類:Pâ-kî-sṳ̂-thán Thi-lî	Kategorio:Geografio de Pakistano
分類:Kî-tuk-kau lî-ngì	Kategorio:Liturgio
分類:Nì-pok	Kategorio:Nepalo
分類:Thòi-vân	Kategorio:Tajvano
分類:Chûng-koet chhèu-thoi	Kategorio:Ĉinaj dinastioj
分類:Pet-mî-chû koet-kâ	Kategorio:Nordamerikaj landoj
分類:Sṳ-tshòi	Kategorio:Legomoj
分類:Súi-kó	Kategorio:Fruktoj
分類:Khiu-yok Sṳn-kîn	Kategorio:Malnova Testamento
分類:Pok-vu̍t-kón	Kategorio:Muzeoj
分類:Hì-hèu	Kategorio:Klimato
分類:Â-chû Thi-lî	Kategorio:Geografio de Azio
分類:Ngìn-lui-ho̍k	Kategorio:Antropologio
分類:Thai-khûng Chhàm	Kategorio:Kosmostacioj
分類:Fap-koet Thai-ho̍k	Kategorio:Universitatoj de Francio
模板:ESP	Ŝablono:ESP
分類:Thung-vu̍t	Kategorio:Bestoj
分類:Chit-chhûi Thung-vu̍t	Kategorio:Vertebruloj
分類:Ngî-yîm-ho̍k	Kategorio:Fonetiko
分類:Hòng-khûng Kûng-sṳ̂	Kategorio:Flugkompanioj
分類:Ngìn-khièn	Kategorio:Homaj rajtoj
分類:Ngo̍k-hi	Kategorio:Muzikaj instrumentoj
分類:Ngî-ne	Kategorio:Lingvaj familioj
分類:Hon-sṳ	Kategorio:Ĉina skribo
分類:Pó-sa̍k	Kategorio:Gemoj
分類:Koet-kâ Kûng-yèn	Kategorio:Naciaj parkoj
分類:Hi-siong-ho̍k	Kategorio:Meteologio
分類:Chûng-mî-chû	Kategorio:Mezameriko
分類:Fî-kîm-su̍k	Kategorio:Nemetaloj
分類:Hiông-kóng	Kategorio:Honkongo
分類:Yên-liau	Kategorio:Brulaĵoj
分類:Sông-hói	Kategorio:Ŝanhajo
分類:Sin-sit kî-su̍t	Kategorio:Informa teknologio
分類:Ngiuk-lui	Kategorio:Viandoj
分類:Yo̍k-ho̍k	Kategorio:Apoteko
分類:Sú-tû	Kategorio:Ĉefurboj
分類:Nàm-Â	Kategorio:Suda Azio
分類:Kham-thap-pu-lî-â	Kategorio:Kantabrio
分類:Â-sṳ̂-thù-lî-â-sṳ̂-sén	Kategorio:Asturio
分類:Kîm-su̍k	Kategorio:Metaloj
分類:Thòi-pet-sṳ	Kategorio:Tajpeo
分類:Lò-màn Ngî-chhu̍k	Kategorio:Latinida lingvaro
分類:Kâu-thûng	Kategorio:Transporto
分類:Ngiên-kiu	Kategorio:Esploro
分類:Thông-lui	Kategorio:Karbonhidratoj
分類:Fòng-ti	Kategorio:Imperiestroj
分類:Nàm-tó ngî-hì	Kategorio:Aŭstronezia lingvaro
分類:Pet-mî-chû	Kategorio:Nordameriko
分類:Kô-sú	Kategorio:Kantistoj
分類:Si-chhòng	Kategorio:Tibeto
分類:Sú-ho̍k-kâ	Kategorio:Matematikistoj
分類:Vu̍t-lî ho̍k-kâ	Kategorio:Fizikistoj
分類:Kîn-chi ho̍k-kâ	Kategorio:Ekonomikistoj
分類:Mìn-tsú	Kategorio:Demokratio
分類:Kî-tuk-kau Li̍t-sṳ́	Kategorio:Historio de kristanismo
分類:Àu-mûn	Kategorio:Makao
分類:Hàng-sên-ne	Kategorio:Planedaj sistemoj
分類:Thòi-vân ngî-ngièn	Kategorio:Lingvoj de Tajvano
分類:Khiù-lui Yun-thung	Kategorio:Pilkosportoj
分類:Ngiùn-hòng	Kategorio:Bankoj
Fu̍k-vu	Servo
分類:Kâ-thai-lò-nì-â	Kategorio:Katalunio
分類:Khien-không	Kategorio:Sano
模板:Lang-pl	Ŝablono:Lang-pl
Trojany	Trojany
分類:Â-chû koet-kâ	Kategorio:Aziaj landoj
分類:Mî-chû koet-kâ	Kategorio:Amerikaj landoj
模板:User nan-2	Ŝablono:Vikipediisto zh-min-nan-2
模板:MLT	Ŝablono:MLT
分類:Kûng-yèn	Kategorio:Parkoj
分類:Sùn-fàn Hì-thúng	Kategorio:Sangocirkula sistemo
分類:Thòi-vân ngièn-tshu-mìn ngî-ngièn	Kategorio:Formoza lingvaro
分類:Koet-tsi kîn-tsi tsû-tsṳt	Kategorio:Internaciaj ekonomiaj organizaĵoj
分類:Lâ-tên Mî-chû	Kategorio:Latin-Ameriko
分類:Chûng-fà Mìn-koet	Kategorio:Respubliko Ĉinio
分類:Siak-khiet-kau	Kategorio:Sikismo
分類:Sa-fi Mìn-tsú Tsú-ngi	Kategorio:Socialdemokratiismo
模板:BEL	Ŝablono:BEL
分類:Kú-thoi chhu̍k-khiùn	Kategorio:Antikvaj etnoj
分類:Pâ-lùn-sî-â-sén	Kategorio:Provinco Valencio
分類:Chûng-kau-ho̍k	Kategorio:Religioscienco
分類:Thien-fa	Kategorio:Telefono
模板:TPE	Ŝablono:TPE
分類:Ngân-set	Kategorio:Koloroj
分類:Â-là-kung	Kategorio:Aragono
模板:Chûng-fà Mìn-koet Hàng-chṳn Khî-va̍k	Ŝablono:Administra divido de Tajvano
分類:Lie̍t-yî-tha̍t-sén	Kategorio:Provinco de Ilerdo
分類:Sat-là-kô-sat-sén	Kategorio:Provinco Zaragozo
模板:HUN	Ŝablono:HUN
模板:Yin-thu-nì-sî-â	Ŝablono:Administra divido de Indonezio
Vòng-phûng	Vespo
分類:User en-1	Kategorio:Vikipediisto en-1
分類:User de-1	Kategorio:Vikipediisto de-1
Li̍t-thoi-chṳ-song	1-a libro de la Kroniko
Liû-khiû Khiùn-tó	Rjukju-insularo
模板:User ru-3	Ŝablono:Vikipediisto ru-3
模板:User nl-3	Ŝablono:Vikipediisto nl-3
Yòng-ya̍p-é	Rhopalocera
Chûng-koet Chhèu-thoi	Ĉinaj dinastioj
Ngiên-kiu-só	Graduate school
模板:Style/IPA	Ŝablono:Style/IPA
模板:Style/yid	Ŝablono:Style/yid
模板:Ping	Ŝablono:Respondo al
Yun Hyon-seok	Yun Hyon-seok
特殊:最近更改	Specialaĵo:Lastaj ŝanĝoj
模組:HtmlBuilder	Modulo:HtmlBuilder
馬來西亞航空17號班機空難	Flugo 17 de Malaysia Airlines
